ano,sigla_uf,id_municipio,populacao
2017,RS,4320263.0,7428.0
2017,RS,4320305.0,5152.0
2017,RS,4320321.0,2880.0
2017,RS,4320354.0,5528.0
2017,RS,4320404.0,16184.0
2017,RS,4320453.0,2198.0
2017,RS,4320503.0,6065.0
2017,RS,4320552.0,6317.0
2017,RS,4320578.0,2114.0
2017,RS,4320602.0,3868.0
2017,RS,4320651.0,2481.0
2017,RS,4320677.0,10408.0
2017,RS,4320701.0,15018.0
2017,RS,4320800.0,31361.0
2017,RS,4320859.0,4526.0
2017,RS,4320909.0,22077.0
2017,RS,4321006.0,10814.0
2017,RS,4321105.0,17425.0
2017,RS,4321204.0,57544.0
2017,RS,4321303.0,27207.0
2017,RS,4321329.0,3101.0
2017,RS,4321352.0,5567.0
2017,RS,4321402.0,14008.0
2017,RS,4321436.0,10783.0
2017,RS,4321451.0,30846.0
2017,RS,4321469.0,2946.0
2017,RS,4321477.0,6294.0
2017,RS,4321493.0,2970.0
2017,RS,4321501.0,37564.0
2017,RS,4321600.0,47521.0
2017,RS,4321626.0,2391.0
2017,RS,4321634.0,2851.0
2017,RS,4321667.0,10904.0
2017,RS,4321709.0,26589.0
2017,RS,4321808.0,24497.0
2017,RS,4321832.0,2898.0
2017,RS,4321857.0,4457.0
2017,RS,4321907.0,24632.0
2017,RS,4321956.0,5961.0
2017,RS,4322004.0,28289.0
2017,RS,4322103.0,5965.0
2017,RS,4322152.0,4604.0
2017,RS,4322186.0,1573.0
2017,RS,4322202.0,23705.0
2017,RS,4322251.0,4472.0
2017,RS,4322301.0,8494.0
2017,RS,4322327.0,3585.0
2017,RS,4322343.0,2232.0
2017,RS,4322350.0,1374.0
2017,RS,4322376.0,2467.0
2017,RS,4322400.0,129784.0
2017,RS,4322509.0,65397.0
2017,RS,4322525.0,3461.0
2017,RS,4322533.0,11727.0
2017,RS,4322541.0,5638.0
2017,RS,4322558.0,2101.0
2017,RS,4322608.0,70481.0
2017,RS,4322707.0,26024.0
2017,RS,4322806.0,25073.0
2017,RS,4322855.0,1956.0
2017,RS,4322905.0,5205.0
2017,RS,4323002.0,253717.0
2017,RS,4323101.0,5152.0
2017,RS,4323200.0,3051.0
2017,RS,4323309.0,3382.0
2017,RS,4323358.0,2185.0
2017,RS,4323408.0,4407.0
2017,RS,4323457.0,4370.0
2017,RS,4323507.0,2877.0
2017,RS,4323606.0,1611.0
2017,RS,4323705.0,2882.0
